fecha,mes,anio,linea,estacion,tipo_pago,afluencia,temporal_fecha,..anio_fecha
2025-10-01,Octubre,2025,Linea 1,PantitlÃ¡n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,PantitlÃ¡n,Prepago,33468,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,PantitlÃ¡n,Gratuidad,5673,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Zaragoza,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Zaragoza,Prepago,21151,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Zaragoza,Gratuidad,5510,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,GÃ³mez Farias,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,GÃ³mez Farias,Prepago,18191,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,GÃ³mez Farias,Gratuidad,4162,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Boulevard Puerto AÃ©reo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Boulevard Puerto AÃ©reo,Prepago,14522,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Boulevard Puerto AÃ©reo,Gratuidad,3525,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Balbuena,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Balbuena,Prepago,6793,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Balbuena,Gratuidad,1874,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Moctezuma,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Moctezuma,Prepago,15026,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Moctezuma,Gratuidad,4480,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,San LÃ¡zaro,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,San LÃ¡zaro,Prepago,16292,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,San LÃ¡zaro,Gratuidad,3768,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Candelaria,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Candelaria,Prepago,13258,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Candelaria,Gratuidad,3705,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Merced,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Merced,Prepago,24555,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Merced,Gratuidad,9553,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Pino SuÃ¡rez,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Pino SuÃ¡rez,Prepago,20844,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Pino SuÃ¡rez,Gratuidad,5533,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Isabel la CatÃ³lica,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Isabel la CatÃ³lica,Prepago,13517,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Isabel la CatÃ³lica,Gratuidad,2925,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Salto del Agua,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Salto del Agua,Prepago,10662,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Salto del Agua,Gratuidad,4596,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Balderas,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Balderas,Prepago,15254,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Balderas,Gratuidad,3478,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,CuauhtÃ©moc,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,CuauhtÃ©moc,Prepago,12891,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,CuauhtÃ©moc,Gratuidad,2896,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Insurgentes,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Insurgentes,Prepago,35702,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Insurgentes,Gratuidad,5251,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Sevilla,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Sevilla,Prepago,21466,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Sevilla,Gratuidad,2631,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Chapultepec,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Chapultepec,Prepago,40781,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Chapultepec,Gratuidad,8103,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,JuanacatlÃ¡n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,JuanacatlÃ¡n,Prepago,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,JuanacatlÃ¡n,Gratuidad,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Tacubaya,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Tacubaya,Prepago,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Tacubaya,Gratuidad,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Observatorio,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Observatorio,Prepago,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 1,Observatorio,Gratuidad,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Cuatro Caminos,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Cuatro Caminos,Prepago,93219,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Cuatro Caminos,Gratuidad,12230,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Panteones,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Panteones,Prepago,10506,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Panteones,Gratuidad,1646,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Tacuba,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Tacuba,Prepago,27339,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Tacuba,Gratuidad,5939,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,CuitlÃ¡huac,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,CuitlÃ¡huac,Prepago,13780,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,CuitlÃ¡huac,Gratuidad,2032,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Popotla,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Popotla,Prepago,10030,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Popotla,Gratuidad,1492,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Colegio Militar,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Colegio Militar,Prepago,18302,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Colegio Militar,Gratuidad,1680,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Normal,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Normal,Prepago,34875,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Normal,Gratuidad,2440,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,San Cosme,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,San Cosme,Prepago,18857,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,San Cosme,Gratuidad,3195,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,RevoluciÃ³n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,RevoluciÃ³n,Prepago,22931,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,RevoluciÃ³n,Gratuidad,5545,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Hidalgo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Hidalgo,Prepago,22545,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Hidalgo,Gratuidad,5566,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Bellas Artes,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Bellas Artes,Prepago,20492,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Bellas Artes,Gratuidad,4312,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Allende,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Allende,Prepago,22810,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Allende,Gratuidad,6525,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,ZÃ³calo/Tenochtitlan,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,ZÃ³calo/Tenochtitlan,Prepago,24760,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,ZÃ³calo/Tenochtitlan,Gratuidad,5458,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Pino SuÃ¡rez,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Pino SuÃ¡rez,Prepago,25913,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Pino SuÃ¡rez,Gratuidad,6549,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,San Antonio Abad,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,San Antonio Abad,Prepago,16360,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,San Antonio Abad,Gratuidad,3464,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Chabacano,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Chabacano,Prepago,20826,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Chabacano,Gratuidad,4383,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Viaducto,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Viaducto,Prepago,15122,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Viaducto,Gratuidad,3246,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Xola,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Xola,Prepago,17548,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Xola,Gratuidad,3581,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Villa de Cortés,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Villa de Cortés,Prepago,14203,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Villa de Cortés,Gratuidad,4116,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Nativitas,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Nativitas,Prepago,16068,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Nativitas,Gratuidad,3837,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Portales,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Portales,Prepago,15904,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Portales,Gratuidad,4310,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Ermita,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Ermita,Prepago,12195,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,Ermita,Gratuidad,3651,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,General Anaya,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,General Anaya,Prepago,19282,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,General Anaya,Gratuidad,3619,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,TasqueÃ±a,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,TasqueÃ±a,Prepago,54350,2025-10,2025
2025-10-01,Octubre,2025,Linea 2,TasqueÃ±a,Gratuidad,3739,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Indios Verdes,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Indios Verdes,Prepago,91207,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Indios Verdes,Gratuidad,3459,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Deportivo 18 de Marzo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Deportivo 18 de Marzo,Prepago,25396,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Deportivo 18 de Marzo,Gratuidad,3572,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Potrero,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Potrero,Prepago,11981,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Potrero,Gratuidad,2208,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,La Raza,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,La Raza,Prepago,27443,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,La Raza,Gratuidad,4818,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Tlatelolco,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Tlatelolco,Prepago,13525,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Tlatelolco,Gratuidad,1980,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Guerrero,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Guerrero,Prepago,5658,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Guerrero,Gratuidad,2346,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Hidalgo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Hidalgo,Prepago,13017,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Hidalgo,Gratuidad,3190,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,JuÃ¡rez,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,JuÃ¡rez,Prepago,13160,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,JuÃ¡rez,Gratuidad,2599,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Balderas,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Balderas,Prepago,8316,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Balderas,Gratuidad,3374,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,NiÃ±os HÃ©roes,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,NiÃ±os HÃ©roes,Prepago,19066,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,NiÃ±os HÃ©roes,Gratuidad,3704,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Hospital General,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Hospital General,Prepago,17646,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Hospital General,Gratuidad,2838,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Centro MÃ©dico,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Centro MÃ©dico,Prepago,14767,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Centro MÃ©dico,Gratuidad,2767,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,EtiopÃ­a/Plaza de la Transparencia,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,EtiopÃ­a/Plaza de la Transparencia,Prepago,22586,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,EtiopÃ­a/Plaza de la Transparencia,Gratuidad,3295,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Eugenia,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Eugenia,Prepago,12489,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Eugenia,Gratuidad,1546,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,DivisiÃ³n del Norte,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,DivisiÃ³n del Norte,Prepago,14597,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,DivisiÃ³n del Norte,Gratuidad,1767,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Zapata,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Zapata,Prepago,14940,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Zapata,Gratuidad,2632,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,CoyoacÃ¡n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,CoyoacÃ¡n,Prepago,25031,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,CoyoacÃ¡n,Gratuidad,3477,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Viveros/Derechos Humanos,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Viveros/Derechos Humanos,Prepago,18303,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Viveros/Derechos Humanos,Gratuidad,61,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Miguel Ángel de Quevedo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Miguel Ángel de Quevedo,Prepago,31610,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Miguel Ángel de Quevedo,Gratuidad,3987,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Copilco,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Copilco,Prepago,25781,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Copilco,Gratuidad,3097,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Universidad,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Universidad,Prepago,50614,2025-10,2025
2025-10-01,Octubre,2025,Linea 3,Universidad,Gratuidad,6304,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Santa Anita,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Santa Anita,Prepago,1664,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Santa Anita,Gratuidad,310,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Jamaica,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Jamaica,Prepago,5681,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Jamaica,Gratuidad,1205,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Fray Servando,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Fray Servando,Prepago,6568,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Fray Servando,Gratuidad,1273,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Candelaria,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Candelaria,Prepago,6371,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Candelaria,Gratuidad,2224,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Morelos,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Morelos,Prepago,4953,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Morelos,Gratuidad,1469,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Canal del Norte,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Canal del Norte,Prepago,6521,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Canal del Norte,Gratuidad,1148,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Consulado,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Consulado,Prepago,2915,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Consulado,Gratuidad,808,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Bondojito,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Bondojito,Prepago,4971,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,Bondojito,Gratuidad,873,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,TalismÃ¡n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,TalismÃ¡n,Prepago,3281,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,TalismÃ¡n,Gratuidad,407,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,MartÃ­n Carrera,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,MartÃ­n Carrera,Prepago,22339,2025-10,2025
2025-10-01,Octubre,2025,Linea 4,MartÃ­n Carrera,Gratuidad,1895,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,PolitÃ©cnico,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,PolitÃ©cnico,Prepago,29047,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,PolitÃ©cnico,Gratuidad,2691,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Instituto del PetrÃ³leo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Instituto del PetrÃ³leo,Prepago,5220,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Instituto del PetrÃ³leo,Gratuidad,1081,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Autobuses del Norte,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Autobuses del Norte,Prepago,11455,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Autobuses del Norte,Gratuidad,2535,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,La Raza,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,La Raza,Prepago,9155,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,La Raza,Gratuidad,1535,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Misterios,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Misterios,Prepago,6528,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Misterios,Gratuidad,998,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Valle GÃ³mez,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Valle GÃ³mez,Prepago,4030,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Valle GÃ³mez,Gratuidad,614,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Consulado,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Consulado,Prepago,3529,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Consulado,Gratuidad,1047,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Eduardo Molina,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Eduardo Molina,Prepago,6160,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Eduardo Molina,Gratuidad,992,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,AragÃ³n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,AragÃ³n,Prepago,6229,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,AragÃ³n,Gratuidad,1239,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,OceanÃ­a,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,OceanÃ­a,Prepago,7583,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,OceanÃ­a,Gratuidad,1331,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Terminal AÃ©rea,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Terminal AÃ©rea,Prepago,15477,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Terminal AÃ©rea,Gratuidad,1916,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Hangares,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Hangares,Prepago,4749,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,Hangares,Gratuidad,515,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,PantitlÃ¡n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,PantitlÃ¡n,Prepago,47647,2025-10,2025
2025-10-01,Octubre,2025,Linea 5,PantitlÃ¡n,Gratuidad,6269,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,El Rosario,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,El Rosario,Prepago,13789,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,El Rosario,Gratuidad,1997,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,TezozÃ³moc,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,TezozÃ³moc,Prepago,5560,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,TezozÃ³moc,Gratuidad,535,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,UAM-Azcapotzalco,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,UAM-Azcapotzalco,Prepago,7090,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,UAM-Azcapotzalco,Gratuidad,1155,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,FerrerÃ­a/Arena Ciudad de MÃ©xico,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,FerrerÃ­a/Arena Ciudad de MÃ©xico,Prepago,23142,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,FerrerÃ­a/Arena Ciudad de MÃ©xico,Gratuidad,1945,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Norte 45,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Norte 45,Prepago,6269,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Norte 45,Gratuidad,455,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Vallejo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Vallejo,Prepago,8004,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Vallejo,Gratuidad,398,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Instituto del PetrÃ³leo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Instituto del PetrÃ³leo,Prepago,3339,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Instituto del PetrÃ³leo,Gratuidad,106,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Lindavista,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Lindavista,Prepago,16231,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Lindavista,Gratuidad,1234,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Deportivo 18 de Marzo,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Deportivo 18 de Marzo,Prepago,1253,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,Deportivo 18 de Marzo,Gratuidad,281,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,La Villa/BasÃ­lica,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,La Villa/BasÃ­lica,Prepago,7834,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,La Villa/BasÃ­lica,Gratuidad,1270,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,MartÃ­n Carrera,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,MartÃ­n Carrera,Prepago,22966,2025-10,2025
2025-10-01,Octubre,2025,Linea 6,MartÃ­n Carrera,Gratuidad,2960,2025-10,2025
2025-10-01,Octubre,2025,Linea 7,El Rosario,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 7,El Rosario,Prepago,29847,2025-10,2025
2025-10-01,Octubre,2025,Linea 7,El Rosario,Gratuidad,3861,2025-10,2025
2025-10-01,Octubre,2025,Linea 7,Aquiles SerdÃ¡n,Boleto,0,2025-10,2025
2025-10-01,Octubre,2025,Linea 7,Aquiles SerdÃ¡n,Prepago,12581,2025-10,2025
